airport_ident,length__meters,width__meters,le_ident,le_heading_degT,le_displaced_threshold__meters,he_ident,he_heading_degT,he_displaced_threshold__meters,le_latitude_deg,le_longitude_deg,he_latitude_deg,he_longitude_deg
ROTM,2743,46,06,55,0,24,235,0,26.26689910888672,127.74500274658203,26.281400680541992,127.76799774169922
RPLB,2744,45,07,67,0,25,247,0,14.78969955444336,120.26000213623047,14.799200057983398,120.28299713134766
RPLC,3200,60,02R,21,0,20L,201,0,15.174400329589844,120.55799865722656,15.201399803161621,120.56900024414062
RPLI,2780,45,01,5,360,19,185,0,18.16360092163086,120.52999877929688,18.188600540161133,120.53199768066406
RPLL,3737,60,06,60,177,24,240,149,14.49779987335205,121.0,14.51449966430664,121.02999877929688
RPLL,2258,45,13,135,203,31,315,232,14.524200439453125,121.00299835205078,14.50979995727539,121.01799774169922
RPLP,2093,36,06,57,100,24,237,200,13.152408,123.726685,13.162624,123.74295
RPMC,1900,45,10,104,60,28,284,60,7.16726,124.200996,7.16323,124.218002
RPMD,3000,45,05,49,0,23,229,0,7.11667013168335,125.63500213623047,7.134369850158691,125.65599822998047
RPME,2096,45,12,117,0,30,297,0,8.95528,125.470001,8.94736,125.486
RPML,2454,36,01,13,134,19,193,0,8.404800415039062,124.60900115966797,8.426440238952637,124.61399841308594
RPMR,3227,45,17,173,0,35,353,0,6.072609901428223,125.09400177001953,6.04364013671875,125.0979995727539
RPMZ,2609,44,09,94,0,27,274,0,6.923210144042969,122.0479965209961,6.921629905700684,122.07099914550781
RPUB,1802,35,09,88,0,27,268,0,16.374900817871094,120.61100006103516,16.37529945373535,120.62799835205078
RPUF,2570,43,03,27,0,21,207,0,14.976300239562988,120.48699951171875,14.996800422668457,120.49800109863281
RPUY,2100,36,12,126,338,30,306,360,16.933700561523438,121.74700164794922,16.92289924621582,121.76300048828125
RPVA,2138,45,18,184,0,36,4,0,11.237299919128418,125.02799987792969,11.218000411987305,125.0270004272461
RPVB,2000,45,03,-1,0,21,-1,0,-1.0,-1.0,-1.0,-1.0
RPVD,1896,36,09,93,460,27,273,0,9.334417,123.297426,9.333698,123.310478
RPVI,2500,45,02,24,0,20,204,0,10.822325,122.489417,10.843592,122.497262
RPVK,2187,45,05,49,0,23,229,0,11.672900199890137,122.36900329589844,11.685999870300293,122.38400268554688
RPVM,3300,45,04,45,0,22,225,0,10.29699993133545,123.96900177001953,10.31820011138916,123.98999786376953
RPVP,2600,45,09,92,0,27,272,0,9.742630004882812,118.74700164794922,9.741609573364258,118.77100372314453
RPVR,1890,45,14,145,105,32,325,70,11.604700088500977,122.74700164794922,11.590700149536133,122.75700378417969
RU-0002,2500,45,10,-1,0,28,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0003,3000,68,06,-1,0,24,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0008,2500,45,09,-1,0,27,-1,0,51.405701,109.882004,51.408199,109.917999
RU-0010,2000,48,17,-1,0,35,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0015,3000,45,02,-1,0,20,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0016,3000,60,15,-1,0,33,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0018,2500,40,11,-1,0,29,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0019,2500,40,08,-1,0,26,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0023,2500,44,08,-1,0,26,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0028,3000,60,09,-1,0,27,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0033,3500,50,04,-1,0,22,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0035,2500,45,08,-1,0,26,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0036,2600,58,14,-1,0,32,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0043,2500,45,01,-1,0,19,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0050,2400,45,13,-1,0,31,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0059,2200,42,12,-1,0,30,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0060,2500,60,06,-1,0,24,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0065,2000,50,13,-1,0,31,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0089,3000,60,04,-1,0,22,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0095,2200,40,08,-1,0,26,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0101,2600,40,08,-1,0,26,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0114,1999,38,04,-1,0,22,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0125,2500,40,04,-1,0,22,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0132,2500,44,08,-1,0,24,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0136,2500,32,02,-1,0,20,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0149,2500,37,03,-1,0,21,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0164,2500,48,08,-1,0,26,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0211,2505,44,05,55,0,23,235,0,47.23979949951172,38.82659912109375,47.252899169921875,38.853599548339844
RU-0240,3000,60,08,-1,0,26,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0257,2000,45,01,-1,0,19,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0282,3000,48,08,-1,0,26,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0297,2500,38,03,-1,0,21,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0298,2480,44,06,-1,0,24,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0299,2500,40,05,-1,0,23,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0303,2500,40,07L,-1,0,25R,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0303,3500,60,08R,-1,0,26L,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0307,2500,40,12L,-1,0,30R,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0307,2500,40,12R,-1,0,30L,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0313,2500,40,11,-1,0,29,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0329,3700,70,16,-1,0,34,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0333,2000,58,09,-1,0,27,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0372,2500,44,05,60,0,23,240,0,47.27220153808594,39.621700286865234,47.283199310302734,39.65039825439453
RU-0380,4000,60,12L,-1,0,30R,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0380,2450,50,12R,-1,0,30L,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0538,2800,55,04,-1,0,22,-1,0,-1.0,-1.0,-1.0,-1.0
RU-0743,2400,35,05,-1,0,23,-1,0,-1.0,-1.0,-1.0,-1.0
RU-1071,2700,48,11,-1,0,29,-1,0,-1.0,-1.0,-1.0,-1.0
RU-1110,2400,40,01,-1,0,19,-1,0,-1.0,-1.0,-1.0,-1.0
RU-1221,2500,40,01,-1,0,19,-1,0,-1.0,-1.0,-1.0,-1.0
RU-1892,2500,44,02,-1,0,20,-1,0,-1.0,-1.0,-1.0,-1.0
RU-2244,3500,70,16,-1,0,34,-1,0,-1.0,-1.0,-1.0,-1.0
RU-2249,2500,60,11,-1,0,29,-1,0,-1.0,-1.0,-1.0,-1.0
RU-2344,2000,40,02,-1,0,20,-1,0,-1.0,-1.0,-1.0,-1.0
RU-3288,2500,45,07,-1,0,25,-1,0,-1.0,-1.0,-1.0,-1.0
RU-3686,2000,50,07,-1,0,25,-1,0,-1.0,-1.0,-1.0,-1.0
RU-3709,2498,40,06,-1,0,24,-1,0,-1.0,-1.0,-1.0,-1.0
RU-3880,2500,40,06,-1,0,24,-1,0,-1.0,-1.0,-1.0,-1.0
RU-4111,2500,42,12,-1,0,33,-1,0,-1.0,-1.0,-1.0,-1.0
RU-4339,2500,48,16,-1,0,34,-1,0,-1.0,-1.0,-1.0,-1.0
RU-4421,2350,40,16,-1,0,34,-1,0,-1.0,-1.0,-1.0,-1.0
RU-4464,3500,80,01,-1,0,19,-1,0,-1.0,-1.0,-1.0,-1.0
RU-4536,2500,40,16,-1,0,34,-1,0,-1.0,-1.0,-1.0,-1.0
RU-4609,2500,45,08,-1,0,26,-1,0,-1.0,-1.0,-1.0,-1.0
RU-4827,2700,40,11,-1,0,29,-1,0,-1.0,-1.0,-1.0,-1.0
RU-5105,2500,42,18,-1,0,36,-1,0,-1.0,-1.0,-1.0,-1.0
RU-5276,2500,42,03,-1,0,21,-1,0,-1.0,-1.0,-1.0,-1.0
RU-5672,3000,40,10,-1,0,28,-1,0,-1.0,-1.0,-1.0,-1.0
RU-6542,2500,45,11,-1,0,29,-1,0,-1.0,-1.0,-1.0,-1.0
RU-6560,3000,70,08,-1,0,26,-1,0,-1.0,-1.0,-1.0,-1.0
RU-6687,2200,40,17,-1,0,35,-1,0,-1.0,-1.0,-1.0,-1.0
RU-6878,3000,48,02,-1,0,20,-1,0,-1.0,-1.0,-1.0,-1.0
RU-7218,2500,35,01,-1,0,19,-1,0,-1.0,-1.0,-1.0,-1.0
RU-7576,3000,48,09,-1,0,27,-1,0,-1.0,-1.0,-1.0,-1.0
RU-7741,2500,40,08,-1,0,26,-1,0,-1.0,-1.0,-1.0,-1.0
RU-7978,2500,40,18,-1,0,36,-1,0,-1.0,-1.0,-1.0,-1.0
RU-8363,3500,60,11,-1,0,29,-1,0,-1.0,-1.0,-1.0,-1.0
RU-8499,3500,46,04,-1,0,22,-1,0,-1.0,-1.0,-1.0,-1.0
RU-8602,3498,70,04,-1,0,22,-1,0,-1.0,-1.0,-1.0,-1.0
RU-8604,2500,40,09,-1,0,27,-1,0,-1.0,-1.0,-1.0,-1.0
RU-9129,3500,75,01,-1,0,19,-1,0,-1.0,-1.0,-1.0,-1.0
RU-9345,2500,40,04,-1,0,22,-1,0,-1.0,-1.0,-1.0,-1.0
RU-9937,2500,50,06,-1,0,24,-1,0,-1.0,-1.0,-1.0,-1.0
RU-9942,3000,76,16,-1,0,34,-1,0,-1.0,-1.0,-1.0,-1.0
SAAP,2100,45,1,8,0,19,188,0,-31.804100036621094,-60.481998443603516,-31.785400390625,-60.47869873046875
SAAR,3000,45,02,10,0,20,190,0,-32.91680145263672,-60.787601470947266,-32.89030075073242,-60.78160095214844
SABE,2350,45,13,124,0,31,304,127,-34.553902,-58.425098,-34.564499,-58.406101
SACO,3200,45,01,358,0,19,178,0,-31.324399948120117,-64.20800018310547,-31.295799255371094,-64.20809936523438
SACO,2200,45,05,43,256,23,223,0,-31.324800491333008,-64.20929718017578,-31.308900833129883,-64.19120025634766
SADP,2110,45,17,165,200,35,345,200,-34.601200103759766,-58.617000579833984,-34.61869812011719,-58.60820007324219
SAEZ,3300,60,11,102,0,29,282,0,-34.81909942626953,-58.55350112915039,-34.825401306152344,-58.5181999206543
SAEZ,3105,45,17,164,0,35,344,300,-34.80830001831055,-58.53390121459961,-34.835201263427734,-58.524600982666016
SAHR,2156,45,9,94,0,27,274,0,-38.999900817871094,-67.63289642333984,-39.001399993896484,-67.60810089111328
SAME,2835,54,18,181,0,36,1,0,-32.81919860839844,-68.7927017211914,-32.84429931640625,-68.79309844970703
SANT,3500,45,02,10,0,20,190,0,-26.85379981994629,-65.1072998046875,-26.827999114990234,-65.10230255126953
SANU,2460,45,18,180,0,36,360,0,-31.560400009155273,-68.41829681396484,-31.582599639892578,-68.41809844970703
SAOR,2400,45,10,101,0,28,281,0,-33.729801177978516,-65.38849639892578,-33.7338981628418,-65.36299896240234
SAOR,2400,50,6,58,0,24,238,0,-33.730899810791016,-65.38909912109375,-33.71950149536133,-65.36710357666016
SAOS,2550,45,2,14,0,20,194,0,-32.395599365234375,-65.1897964477539,-32.37369918823242,-65.18329620361328
SARC,2100,45,2,8,0,20,188,0,-27.45479965209961,-58.763301849365234,-27.436199188232422,-58.760398864746094
SARE,2770,45,3,21,0,21,201,0,-27.461700439453125,-59.061100006103516,-27.43829917907715,-59.05110168457031
SARF,1800,40,4,25,0,22,205,0,-26.22010040283203,-58.23189926147461,-26.205400466918945,-58.224300384521484
SARI,3300,45,13,115,0,31,295,0,-25.731000900268555,-54.488399505615234,-25.743499755859375,-54.458499908447266
SARL,2260,45,18,171,70,36,351,308,-29.67930030822754,-57.153900146484375,-29.699499130249023,-57.15019989013672
SASA,3000,45,2,11,0,20,191,0,-24.872800827026367,-65.48989868164062,-24.846399307250977,-65.48410034179688
SASJ,2956,40,16,149,0,34,329,0,-24.381200790405273,-65.1051025390625,-24.404300689697266,-65.0905990600586
SATG,2260,45,4,38,130,22,218,328,-29.114099502563477,-59.225799560546875,-29.097999572753906,-59.21149826049805
SATR,2800,50,10,90,0,28,270,0,-29.210399627685547,-59.69430160522461,-29.2101993560791,-59.66550064086914
SAVC,2810,50,7,79,0,25,259,0,-45.78779983520508,-67.4833984375,-45.782901763916016,-67.44770050048828
SAVE,2400,40,5,57,0,23,237,248,-42.9098014831543,-71.14800262451172,-42.89799880981445,-71.12329864501953
SAVT,2560,45,6,69,0,24,249,0,-43.214599609375,-65.28500366210938,-43.20640182495117,-65.25559997558594
SAVV,2550,45,10,106,0,28,286,0,-40.867000579833984,-63.01110076904297,-40.87310028076172,-62.981998443603516
SAVY,2500,45,5,58,0,23,238,0,-42.765098571777344,-65.1156997680664,-42.75320053100586,-65.08979797363281
SAWC,2550,45,7,85,0,25,265,0,-50.28139877319336,-72.0708999633789,-50.27920150756836,-72.0353012084961
SAWE,2000,40,7,88,0,25,268,0,-53.778099060058594,-67.7645034790039,-53.77730178833008,-67.73429870605469
SAWG,3549,45,7,86,74,25,266,0,-51.61009979248047,-69.33820343017578,-51.607601165771484,-69.28710174560547
SAWH,2800,45,7,86,180,25,266,160,-54.844200134277344,-68.31749725341797,-54.84239959716797,-68.27400207519531
SAWJ,2000,40,7,79,0,25,259,0,-49.30849838256836,-67.81610107421875,-49.30500030517578,-67.78910064697266
SAZB,2615,60,16L,164,150,34R,344,0,-38.71549987792969,-62.157798767089844,-38.73820114135742,-62.14939880371094
SAZB,2030,33,6,61,0,24,241,0,-38.72779846191406,-62.180999755859375,-38.71889877319336,-62.160701751708984
SAZF,2200,45,4,42,0,22,222,0,-36.897499084472656,-60.224700927734375,-36.882598876953125,-60.208499908447266
SAZG,2350,45,16,160,0,34,340,299,-35.68619918823242,-63.76279830932617,-35.706199645996094,-63.75379943847656
SAZM,2200,45,13,123,0,31,303,0,-37.92890167236328,-57.583900451660156,-37.93949890136719,-57.56290054321289
SAZN,2570,45,9,90,0,27,270,0,-38.94900131225586,-68.17050170898438,-38.94900131225586,-68.14089965820312
SAZS,2348,48,11,115,0,29,295,0,-41.14680099487305,-71.17030334472656,-41.155601501464844,-71.1447982788086
SAZT,2550,48,1,5,0,19,185,0,-37.24570083618164,-59.22990036010742,-37.222900390625,-59.22740173339844
SBAQ,1800,30,17,186,0,35,6,0,-21.804906845092773,-48.13774490356445,-21.81874656677246,-48.128578186035156
SBBH,2540,45,13,-1,0,31,-1,0,-1.0,-1.0,-1.0,-1.0
SBBR,3200,45,11L,86,0,29R,266,0,-15.86359977722168,-47.923500061035156,-15.861700057983398,-47.897701263427734
SBBR,3300,45,11R,86,0,29L,266,0,-15.88070011138916,-47.939998626708984,-15.878700256347656,-47.90919876098633
SBCF,3600,45,16,139,0,34,319,0,-19.62350082397461,-43.97819900512695,-19.648000717163086,-43.95560073852539
SBCH,2060,45,11,-1,0,29,-1,0,-1.0,-1.0,-1.0,-1.0
SBCT,2218,45,15,136,0,33,314,0,-25.5220947265625,-49.18290710449219,-25.5361385345459,-49.167179107666016
SBCY,2300,45,17,153,0,35,333,0,-15.643747329711914,-56.12157440185547,-15.662224769592285,-56.111751556396484
SBEG,2700,45,11,106,0,29,286,0,-3.0385639667510986,-60.061851501464844,-3.038616895675659,-60.03755187988281
SBFL,2300,45,14,159,0,32,339,0,-27.665719985961914,-48.551246643066406,-27.67646026611328,-48.53131103515625
SBGL,4000,45,10,74,0,28,254,0,-22.8018,-43.255199,-22.7922,-43.217701
SBGL,3180,47,15,125,0,33,305,0,-22.812401,-43.263699,-22.8291,-43.238499
SBGR,3700,45,10L,74,0,28R,254,0,-23.434059,-46.482548,-23.425043,-46.449203
SBGR,3000,45,10R,74,0,28L,254,0,-23.438801,-46.487,-23.4312,-46.4589
SBJH,2470,33,12,-1,0,30,-1,0,-1.0,-1.0,-1.0,-1.0
SBKP,3240,45,15,128,0,33,308,91,-22.99850082397461,-47.14699935913086,-23.016399383544922,-47.12200164794922
SBLO,2100,45,13,112,335,31,292,0,-23.330360412597656,-51.13972091674805,-23.336872100830078,-51.12040710449219
SBMK,2100,45,12,-1,0,30,-1,0,-16.705833,-43.828888,-16.708055,-43.809166
SBPA,3200,45,11,91,0,29,271,0,-29.994381,-51.18301,-29.99485,-51.159389
SBPJ,2500,45,14,-1,0,32,-1,0,-10.2853,-48.366512,-10.297791,-48.347492
SBPV,2400,45,1,-1,0,19,-1,0,-1.0,-1.0,-1.0,-1.0
SBRB,2158,45,06,-1,0,24,-1,0,-9.874328,-67.902199,-9.863739,-67.885674
SBSG,3000,60,12,99,0,30,279,0,-5.767640113830566,-35.3798828125,-5.7719831466674805,-35.35323715209961
SBSJ,2676,45,16,135,0,34,315,0,-23.21969985961914,-45.87200164794922,-23.236799240112305,-45.85350036621094
SBSM,2694,45,11,-1,0,29,-1,0,-1.0,-1.0,-1.0,-1.0
SBSP,1940,45,17R,147,0,35L,327,0,-23.621000289916992,-46.660400390625,-23.634300231933594,-46.65119934082031
SBSV,3005,45,10,78,0,28,258,0,-1.0,-1.0,-1.0,-1.0
SBZM,2525,45,8,-1,0,26,-1,0,-1.0,-1.0,-1.0,-1.0
SCAR,2170,45,02,19,0,20,199,0,-18.357799530029297,-70.34210205078125,-18.33919906616211,-70.33529663085938
SCAT,2200,45,17,175,0,35,355,0,-27.251399993896484,-70.78009796142578,-27.271099090576172,-70.7782974243164
SCBA,2501,45,09,100,0,27,280,0,-45.91419982910156,-71.70539855957031,-45.91790008544922,-71.67350006103516
SCBQ,1836,40,02,29,0,20,209,0,-33.569000244140625,-70.69319915771484,-33.55459976196289,-70.68360137939453
SCCF,3040,45,10,94,0,28,274,0,-22.499109268188477,-68.9178237915039,-22.50112533569336,-68.88834381103516
SCCI,2790,45,07,89,0,25,269,0,-53.00120162963867,-70.87529754638672,-53.0005989074707,-70.83380126953125
SCCI,2400,45,12,139,0,30,319,0,-52.997501373291016,-70.86869812011719,-53.01380157470703,-70.84519958496094
SCDA,3350,45,01,6,0,19,186,0,-20.550329208374023,-70.18216705322266,-20.520170211791992,-70.18049621582031
SCEL,3750,55,17L,178,0,35R,358,549,-33.376099,-70.786697,-33.409901,-70.785202
SCEL,3750,45,17R,177,0,35L,357,0,-33.37189865112305,-70.80370330810547,-33.406898498535156,-70.8019027709961
SCFA,2599,50,01,7,0,19,187,0,-23.456100463867188,-70.44660186767578,-23.43280029296875,-70.443603515625
SCIE,2600,45,02,25,0,20,205,0,-36.78203582763672,-73.06859588623047,-36.760807037353516,-73.05621337890625
SCIP,3300,45,10,117,0,28,297,0,-27.158000946044922,-109.43699645996094,-27.171600341796875,-109.40699768066406
SCJO,1950,36,15,155,0,33,335,0,-40.602298736572266,-73.06610107421875,-40.61819839477539,-73.05650329589844
SCSE,1938,45,12,116,0,30,296,0,-29.912399291992188,-71.20850372314453,-29.920000076293945,-71.19049835205078
SCTE,2650,45,17,182,0,35,2,0,-41.426998138427734,-73.09349822998047,-41.450801849365234,-73.09439849853516
SCVD,2094,45,17,178,0,35,358,0,-39.640499114990234,-73.08650207519531,-39.659400939941406,-73.08580017089844
SECU,1900,36,06,52,0,24,232,0,-2.8947300910949707,-78.99109649658203,-2.884200096130371,-78.97769927978516
SEGS,2401,35,14,144,0,32,324,0,-0.4449940025806427,-90.27230072021484,-0.46251899003982544,-90.25959777832031
SEGU,2790,46,03,31,103,21,211,247,-2.1682701110839844,-79.88990020751953,-2.1465699672698975,-79.877197265625
SELT,3693,45,18,184,432,36,4,0,-0.8901810050010681,-78.614501953125,-0.9234859943389893,-78.61699676513672
SEMT,2860,45,05,56,0,23,236,0,-0.9533309936523438,-80.68939971923828,-0.9388250112533569,-80.66819763183594
SEQM,4098,45,18,180,0,36,360,0,-0.10561700165271759,-78.35520935058594,-0.14264999330043793,-78.35362243652344
SETA,3053,44,03,26,0,21,206,0,-2.273400068283081,-79.68609619140625,-2.2486801147460938,-79.67420196533203
SETN,2400,45,18,183,0,36,3,0,0.9893609881401062,-79.6261978149414,0.9676780104637146,-79.627197265625
SGAS,3352,45,02,10,0,20,190,0,-25.254600524902344,-57.522701263427734,-25.225099563598633,-57.515499114990234
SGCO,1850,45,03,16,0,21,196,0,-23.449800491333008,-57.42959976196289,-23.433700561523438,-57.424598693847656
SGES,3400,45,05,41,0,23,221,0,-25.467100143432617,-54.85459899902344,-25.443899154663086,-54.83259963989258
SGME,3500,40,01,358,0,19,178,0,-22.060800552368164,-60.62099838256836,-22.029199600219727,-60.62229919433594
SKAP,2501,50,10,95,0,28,275,0,4.077089786529541,-73.57389831542969,4.07505989074707,-73.55149841308594
SKAR,2147,36,02,13,0,20,193,0,4.443389892578125,-75.7686996459961,4.462160110473633,-75.76429748535156
SKBG,2250,40,17,159,0,35,339,0,7.1360602378845215,-73.18840026855469,7.116940021514893,-73.18109893798828
SKBO,3800,45,14L,127,0,32R,307,0,4.71339,-74.1521,4.6927,-74.124702
SKBO,3800,45,14R,127,0,32L,307,0,4.7105,-74.169197,4.68979,-74.1418
SKBQ,3000,45,05,40,0,23,220,0,10.879199981689453,-74.78970336914062,10.899900436401367,-74.77200317382812
SKCC,1933,45,02,17,0,20,197,0,7.9178900718688965,-72.5145034790039,7.934599876403809,-72.5093994140625
SKCC,2347,45,16,148,0,34,328,0,7.940340042114258,-72.51959991455078,7.922420024871826,-72.5082015991211
SKCG,2600,45,01,2,30,19,182,0,10.430861,-75.513378,10.452475,-75.512492
SKCL,3000,45,02,10,0,20,190,0,3.529900074005127,-76.38390350341797,3.556540012359619,-76.37930297851562
SKEJ,1800,45,04,31,0,22,211,0,7.017350196838379,-73.81099700927734,7.031310081481934,-73.80259704589844
SKGO,2025,40,01,5,30,19,185,30,4.74812,-75.956596,4.76812,-75.954903
SKIP,2500,45,08,79,0,26,259,0,0.85926,-77.6785,0.863707,-77.656478
SKLT,1880,40,03,21,0,21,201,0,-4.201099872589111,-69.9457015991211,-4.185229778289795,-69.939697265625
SKMD,2500,38,02,16,400,20,196,300,6.208749771118164,-75.59259796142578,6.231170177459717,-75.5884017944336
SKMR,2298,46,14,138,0,32,318,0,8.83016,-75.831703,8.81733,-75.82
SKNV,1792,40,02,14,120,20,194,0,2.9423000812530518,-75.2959976196289,2.958009958267212,-75.29199981689453
SKPE,2020,45,08,73,0,26,253,0,4.809899806976318,-75.74819946289062,4.8154401779174805,-75.73079681396484
SKPQ,3044,50,01,3,0,19,183,0,5.46986,-74.657997,5.49736,-74.6567
SKPS,2312,40,02,16,61,20,196,52,1.386199951171875,-77.29429626464844,1.406290054321289,-77.2885971069336
SKRG,3440,45,01,360,0,19,180,0,6.14927,-75.423019,6.180367,-75.423225
SKSP,2380,45,06,59,0,24,239,0,12.578200340270996,-81.72059631347656,12.58899974822998,-81.70169830322266
SKUA,2067,44,07,63,0,25,243,0,5.520309925079346,-68.69390106201172,5.528659820556641,-68.67729949951172
SKVP,2100,35,02,10,0,20,190,0,10.425700187683105,-73.2510986328125,10.4443998336792,-73.2479019165039
SLCB,2649,45,05,37,0,23,217,223,-17.4298,-66.184097,-17.410801,-66.1689
SLCB,3798,45,14,132,100,32,312,300,-17.409000396728516,-66.19110107421875,-17.43199920654297,-66.16449737548828
SLLP,4000,46,10,92,0,28,272,0,-16.512699127197266,-68.21099853515625,-16.513900756835938,-68.17350006103516
SLSV,2760,45,18,169,0,36,349,0,-16.388999938964844,-61.04750061035156,-16.413400650024414,-61.04280090332031
SLTJ,3050,45,13,124,0,31,304,0,-21.54800033569336,-64.7134017944336,-21.563499450683594,-64.68920135498047
SLVR,3500,45,16,147,0,34,327,0,-17.631500244140625,-63.1442985534668,-17.658000946044922,-63.126399993896484
SMJP,3480,45,11,90,0,29,270,0,5.45274019241333,-55.20349884033203,5.452919960021973,-55.17210006713867
SOCA,3196,45,08,65,0,26,245,0,4.813779830932617,-52.37350082397461,4.825839996337891,-52.3474006652832
SPAS,2057,40,12,119,0,30,299,0,-2.7916300296783447,-76.47470092773438,-2.8006300926208496,-76.45850372314453
SPCL,2800,45,02,20,0,20,200,0,-8.389840126037598,-74.57869720458984,-8.366040229797363,-74.56990051269531
SPHI,2519,45,01,7,0,19,187,0,-6.798679828643799,-79.82949829101562,-6.776269912719727,-79.82669830322266
SPHO,2800,45,02,23,0,20,203,0,-13.166500091552734,-74.20939636230469,-13.143099784851074,-74.19950103759766
SPIM,3507,45,16L,153,0,34R,333,610,-12.0076,-77.121399,-12.0361,-77.1073
SPJL,4200,46,12,112,0,30,292,0,-15.460000038146973,-70.17630004882812,-15.474200248718262,-70.13999938964844
SPJR,2500,45,16,158,0,34,338,0,-7.128769874572754,-78.49369812011719,-7.149600028991699,-78.48509979248047
SPLP,2444,46,02,18,152,20,198,0,-12.171199798583984,-77.00240325927734,-12.150199890136719,-76.99549865722656
SPME,2500,45,14,141,0,32,321,0,-3.543417,-80.388084,-3.561111,-80.374054
SPQT,2500,45,06,57,0,24,237,0,-3.790950059890747,-73.31819915771484,-3.7785298824310303,-73.29940032958984
SPQU,2980,45,09,93,0,27,273,447,-16.339799880981445,-71.58470153808594,-16.341299057006836,-71.55690002441406
SPRU,3024,44,02,17,0,20,197,0,-8.094490051269531,-79.11280059814453,-8.068329811096191,-79.10479736328125
SPSO,3020,45,04,38,0,22,218,0,-13.755599975585938,-76.22889709472656,-13.734100341796875,-76.21170043945312
SPST,2600,45,17,171,0,35,351,0,-6.4971699714660645,-76.37529754638672,-6.520309925079346,-76.37120056152344
SPTN,2500,45,02,20,0,20,200,0,-18.063899993896484,-70.27980041503906,-18.042600631713867,-70.27189636230469
SPTU,3500,45,01,2,0,19,182,0,-12.628899574279785,-69.22879791259766,-12.597299575805664,-69.22760009765625
SPUR,2500,45,01,12,0,19,192,0,-5.216790199279785,-80.618896484375,-5.194729804992676,-80.61399841308594
SPYL,2450,45,17,170,0,35,350,0,-4.565680027008057,-81.256103515625,-4.5875701904296875,-81.252197265625
SPZO,3397,45,10,96,0,28,276,0,-13.534099578857422,-71.95439910888672,-13.537300109863281,-71.92320251464844
SQD,2400,45,06,-1,0,24,-1,0,-1.0,-1.0,-1.0,-1.0
SUDU,2279,45,03,23,0,21,203,0,-33.36940002441406,-56.504600524902344,-33.35049819946289,-56.49489974975586
SULS,2133,45,08,72,0,26,252,0,-34.859798431396484,-55.112300872802734,-34.854000091552734,-55.0900993347168
SUMU,2250,45,01,359,0,19,179,0,-34.8419189453125,-56.030731201171875,-34.82170104980469,-56.03095245361328
SUMU,3200,45,07,53,351,25,233,149,-34.844002,-56.040001,-34.826801,-56.011902
SVAC,1826,40,11,105,0,29,285,0,9.555580139160156,-69.24559783935547,9.551259994506836,-69.22949981689453
SVBC,2800,40,02,13,0,20,193,299,10.097399711608887,-64.69139862060547,10.119500160217285,-64.6864013671875
SVBC,3000,40,15,143,0,33,323,0,10.121800422668457,-64.70050048828125,10.100299835205078,-64.68389892578125
SVBI,1999,41,13,123,300,31,303,0,8.620160102844238,-70.2218017578125,8.610349655151367,-70.20659637451172
SVBL,3170,48,09,82,178,27,262,0,10.181300163269043,-67.57150268554688,10.185400009155273,-67.54309844970703
